strategy,CAGR,Vol,Sharpe,MaxDD
zscore_strategy,0.007147110692460545,0.22538118885383218,0.14424473206612937,-0.4286820992815932
raw_spread_buyhold,-0.09342718478214296,0.29235186774967514,-0.18909480755906052,-0.6420670581339339
