Date,MARUTI.NS,HEROMOTOCO.NS,EICHERMOT.NS,BAJAJ-AUTO.NS
2018-04-24,8417.1884765625,2832.4287109375,2912.00927734375,2315.46875
2018-04-25,8296.427734375,2832.657958984375,2875.55419921875,2326.337158203125
2018-04-26,8307.431640625,2866.682861328125,2918.4111328125,2313.98486328125
2018-04-27,8155.98046875,2829.837890625,2955.268310546875,2363.875
2018-04-30,8185.32470703125,2844.126708984375,2916.858642578125,2368.24658203125
2018-05-02,8119.9072265625,2792.193359375,2854.53955078125,2378.953857421875
2018-05-03,8130.53857421875,2785.71630859375,2794.324462890625,2386.373291015625
2018-05-04,8058.3427734375,2788.878173828125,2731.663818359375,2316.952392578125
2018-05-07,8119.1630859375,2779.962158203125,2783.89208984375,2338.328125
2018-05-08,8148.4150390625,2787.011962890625,2845.635986328125,2319.84033203125
2018-05-09,8095.623046875,2784.801513671875,2835.217529296875,2303.597900390625
2018-05-10,8083.181640625,2778.400390625,2866.2529296875,2267.905029296875
2018-05-11,8125.2919921875,2757.2919921875,2887.343017578125,2258.239990234375
2018-05-14,8085.0849609375,2780.153076171875,2852.01416015625,2271.47412109375
2018-05-15,8103.2841796875,2781.143798828125,2877.97607421875,2264.81689453125
2018-05-16,8074.498046875,2724.676025390625,2858.60302734375,2255.392333984375
2018-05-17,8076.2626953125,2708.7119140625,2852.079345703125,2258.239990234375
2018-05-18,7903.03857421875,2713.6650390625,2813.758544921875,2235.8212890625
2018-05-21,7826.47705078125,2661.73193359375,2752.65966796875,2182.12158203125
2018-05-22,7949.1884765625,2667.06591796875,2799.108154296875,2252.6650390625
2018-05-23,7890.4560546875,2654.149658203125,2748.839111328125,2225.755126953125
2018-05-24,7809.99462890625,2659.446044921875,2760.375244140625,2191.947021484375
2018-05-25,7937.58203125,2707.416259765625,2824.723876953125,2212.560791015625
2018-05-28,8087.22021484375,2743.194091796875,2869.549560546875,2237.94677734375
2018-05-29,8092.419921875,2751.271484375,2853.458740234375,2242.67919921875
2018-05-30,7974.76953125,2744.451416015625,2818.44384765625,2216.089599609375
2018-05-31,7927.41259765625,2701.35791015625,2878.70556640625,2205.98388671875
2018-06-01,8179.66015625,2763.3876953125,2793.421875,2323.2890625
2018-06-04,8124.873046875,2753.710205078125,2747.492431640625,2308.8115234375
2018-06-05,8181.0986328125,2751.271484375,2734.27783203125,2283.98681640625
2018-06-06,8210.7666015625,2770.170166015625,2800.95068359375,2314.225341796875
2018-06-07,8274.74609375,2782.59228515625,2778.79931640625,2316.912841796875
2018-06-08,8294.431640625,2770.13232421875,2760.151123046875,2305.2421875
2018-06-11,8378.1904296875,2752.7197265625,2775.48876953125,2310.896728515625
2018-06-12,8372.7109375,2810.292236328125,2731.663818359375,2315.82958984375
2018-06-13,8326.8388671875,2817.112060546875,2754.1279296875,2332.4326171875
2018-06-14,8318.1552734375,2816.197509765625,2762.3671875,2318.5966796875
2018-06-15,8312.212890625,2814.749267578125,2765.83251953125,2307.728515625
2018-06-18,8332.5048828125,2793.756103515625,2818.3505859375,2322.286376953125
2018-06-19,8229.5693359375,2783.5439453125,2800.98779296875,2285.79150390625
2018-06-20,8309.1484375,2785.868408203125,2787.48779296875,2301.713134765625
2018-06-21,8229.98828125,2770.170166015625,2751.91162109375,2269.989990234375
2018-06-22,8240.9921875,2772.037109375,2725.327392578125,2271.6748046875
2018-06-25,8164.94140625,2733.325927734375,2753.32373046875,2246.89013671875
2018-06-26,8293.41015625,2718.085205078125,2715.489013671875,2255.43212890625
2018-06-27,8262.7216796875,2696.099609375,2653.427001953125,2218.13525390625
2018-06-28,8144.791015625,2679.373291015625,2658.448974609375,2178.472412109375
2018-06-29,8195.212890625,2646.947998046875,2673.870849609375,2254.10888671875
2018-07-02,8190.9892578125,2602.67431640625,2636.199462890625,2274.040283203125
2018-07-03,8334.0830078125,2627.24951171875,2626.038330078125,2295.897705078125
2018-07-04,8562.1865234375,2635.746826171875,2640.908935546875,2389.46142578125
2018-07-05,8679.4169921875,2671.524169921875,2608.17578125,2428.671142578125
2018-07-06,8651.9794921875,2771.6181640625,2583.700439453125,2472.178466796875
2018-07-09,8705.2783203125,2752.109619140625,2584.280517578125,2470.582275390625
2018-07-10,8850.2294921875,2730.77294921875,2645.67822265625,2532.630126953125
2018-07-11,8714.37890625,2725.455322265625,2633.660888671875,2588.007080078125
2018-07-12,8679.3720703125,2696.364013671875,2618.21533203125,2534.881103515625
2018-07-13,8757.41796875,2663.264892578125,2574.614990234375,2569.22021484375
2018-07-16,8714.9365234375,2640.222412109375,2564.80908203125,2539.0966796875
2018-07-17,8770.744140625,2688.464599609375,2539.501708984375,2532.834716796875
2018-07-18,8697.7568359375,2701.989501953125,2545.94091796875,2543.96728515625
2018-07-19,8718.462890625,2659.565673828125,2523.317626953125,2549.86083984375
2018-07-20,8727.6103515625,2602.422607421875,2529.625732421875,2324.42529296875
2018-07-23,9008.0869140625,2439.43115234375,2527.320068359375,2197.177978515625
2018-07-24,9130.1474609375,2395.3505859375,2590.387451171875,2168.118408203125
2018-07-25,9061.8974609375,2396.738037109375,2552.090087890625,2159.89208984375
2018-07-26,8725.103515625,2417.314208984375,2643.494384765625,2143.438720703125
2018-07-27,8645.38671875,2469.10107421875,2707.14208984375,2199.306396484375
2018-07-30,8711.7783203125,2473.724853515625,2674.263671875,2188.173583984375
2018-07-31,8840.525390625,2538.843994140625,2599.81005859375,2210.193359375
2018-08-01,8674.3564453125,2528.016845703125,2553.0625,2194.517822265625
2018-08-02,8489.384765625,2515.14697265625,2531.667236328125,2192.63525390625
2018-08-03,8530.7978515625,2505.01318359375,2534.939453125,2202.335205078125
2018-08-06,8623.1005859375,2540.88623046875,2538.864501953125,2200.247802734375
2018-08-07,8739.265625,2541.38720703125,2584.505126953125,2199.183837890625
2018-08-08,8549.7421875,2542.38916015625,2591.040771484375,2177.900634765625
2018-08-09,8492.775390625,2528.749267578125,2576.54248046875,2176.263671875
2018-08-10,8494.8173828125,2558.07177734375,2722.93017578125,2152.6064453125
2018-08-13,8432.2314453125,2549.4404296875,2667.425048828125,2153.548095703125
2018-08-14,8555.6591796875,2517.189208984375,2722.427978515625,2166.27685546875
2018-08-16,8619.314453125,2529.750732421875,2704.7275390625,2183.548828125
2018-08-17,8573.9267578125,2498.6552734375,2673.956298828125,2178.5146484375
2018-08-20,8501.0888671875,2546.203857421875,2665.1904296875,2239.089111328125
2018-08-21,8537.578125,2556.030029296875,2686.63232421875,2233.482177734375
2018-08-23,8640.62890625,2531.369384765625,2701.2578125,2198.32421875
2018-08-24,8584.88671875,2475.53564453125,2710.920166015625,2195.622802734375
2018-08-27,8661.1923828125,2484.360107421875,2721.460693359375,2208.18798828125
2018-08-28,8832.349609375,2491.29541015625,2692.905029296875,2197.382568359375
2018-08-29,8776.28125,2501.58349609375,2646.968994140625,2201.230224609375
2018-08-30,8624.2333984375,2484.321533203125,2591.8857421875,2211.50341796875
2018-08-31,8521.7470703125,2507.517578125,2634.855712890625,2246.865478515625
2018-09-03,8339.767578125,2498.770751953125,2712.42724609375,2269.0078125
2018-09-04,8308.2431640625,2453.84228515625,2705.0419921875,2239.2529296875
2018-09-05,8334.0986328125,2423.979736328125,2728.311279296875,2269.33544921875
2018-09-06,8206.4560546875,2438.96923828125,2708.51171875,2278.17626953125
2018-09-07,8168.37548828125,2565.739990234375,2693.304443359375,2393.14501953125
2018-09-10,8093.61572265625,2526.398193359375,2687.750244140625,2348.16455078125
2018-09-11,7978.99560546875,2453.881103515625,2635.780029296875,2319.595947265625
2018-09-12,7957.35498046875,2438.12109375,2705.511962890625,2347.632080078125
2018-09-14,8081.71826171875,2455.769287109375,2759.18115234375,2355.44970703125
2018-09-17,7998.43408203125,2410.49365234375,2785.468994140625,2341.65673828125
2018-09-18,7868.54345703125,2397.816162109375,2713.7890625,2270.563232421875
2018-09-19,7691.67041015625,2430.569091796875,2667.791259765625,2283.90625
2018-09-21,7532.22314453125,2446.945068359375,2623.629638671875,2291.35546875
2018-09-24,7300.732421875,2396.85302734375,2427.619384765625,2258.69384765625
2018-09-25,7494.0947265625,2398.70263671875,2403.853271484375,2282.760009765625
2018-09-26,7347.10595703125,2389.031494140625,2364.5126953125,2270.15380859375
2018-09-27,7075.89453125,2379.822265625,2338.356689453125,2278.544189453125
2018-09-28,6883.751953125,2260.488525390625,2271.0478515625,2199.879150390625
2018-10-01,6992.423828125,2291.12109375,2324.017822265625,2234.791748046875
2018-10-03,6788.2421875,2245.26806640625,2181.873779296875,2235.85546875
2018-10-04,6743.97705078125,2129.671142578125,2057.182373046875,2174.95361328125
2018-10-05,6468.17578125,2112.139404296875,1989.8172607421875,2081.677001953125
2018-10-08,6454.498046875,2214.095458984375,2078.488525390625,2115.27978515625
2018-10-09,6276.2197265625,2228.50634765625,1979.9808349609375,2086.4248046875
2018-10-10,6544.52685546875,2250.35400390625,2120.518798828125,2113.39697265625
2018-10-11,6441.1484375,2212.515869140625,2099.400634765625,2067.556640625
2018-10-12,6826.83984375,2230.20166015625,2244.6005859375,2147.163330078125
2018-10-15,6728.28564453125,2220.41455078125,2200.536865234375,2145.03466796875
2018-10-16,6699.1494140625,2231.16455078125,2159.9384765625,2136.89013671875
2018-10-17,6450.60986328125,2163.6181640625,2063.779052734375,2085.565185546875
2018-10-19,6329.619140625,2090.5615234375,2030.650634765625,2054.828125
2018-10-22,6381.84765625,2105.241943359375,2105.75244140625,2093.014404296875
2018-10-23,6343.53076171875,2099.423828125,2090.076171875,2117.244384765625
2018-10-24,6340.7197265625,2082.007568359375,2124.495361328125,2026.095947265625
