strategy,CAGR,Vol,Sharpe,MaxDD
baseline,0.004103535242198086,0.22588771966910476,0.13101563678333022,-0.4286820992815922
rf_filtered,-0.14542171156573824,0.1425949523799416,-1.0298053402635838,-0.7823962794094398
