Date,price_a,price_b,beta,spread,zscore,position,position_lag,strategy_ret,equity,buyhold_spread
2015-03-17,1876.034423828125,1477.848876953125,0.6993946653733907,842.4348030590529,-0.46931130399971943,0,1.0,0.0012657749832814076,1.0302324546379489,0.9540120025055976
2015-03-18,1892.9451904296875,1487.2530517578125,0.6993946653733907,852.7683399699781,-0.2678571680703188,0,0.0,0.0,1.0302324546379489,0.9583656932318376
2015-03-19,1884.0657958984373,1493.5008544921875,0.6993946653733907,839.5192655360008,-0.4363364355564987,0,0.0,-0.0,1.0302324546379489,0.9510544455695796
2015-03-20,1846.6715087890625,1484.778076171875,0.6993946653733907,808.2256430510872,-0.8938869406971804,0,0.0,-0.0,1.0302324546379489,0.9360631205075284
2015-03-23,1865.88134765625,1470.7296142578125,0.6993946653733907,837.2609012376713,-0.3440279588494258,0,0.0,0.0,1.0302324546379489,0.9519947701623916
2015-03-24,1843.23974609375,1436.9090576171875,0.6993946653733907,838.273216569583,-0.268644855100002,0,0.0,0.0,1.0302324546379489,0.955753800344196
2015-03-25,1836.624267578125,1443.5556640625,0.6993946653733907,827.0091369632701,-0.44178822470456935,0,0.0,-0.0,1.0302324546379489,0.9492315559692299
2015-03-26,1842.284912109375,1440.34814453125,0.6993946653733907,834.9131035437573,-0.20869484644427358,0,0.0,0.0,1.0302324546379489,0.9536323046015356
2015-03-27,1822.7559814453125,1435.949951171875,0.6993946653733907,818.4602458525223,-0.5460166504493714,0,0.0,-0.0,1.0302324546379489,0.9455600548430454
2015-03-30,1870.97607421875,1484.9078369140625,0.6993946653733907,832.439454509914,-0.14138930809605385,0,0.0,0.0,1.0302324546379489,0.9480270580594169
2015-03-31,1867.7918701171875,1474.6417236328125,0.6993946653733907,836.4353152713766,0.10375375819752451,0,0.0,0.0,1.0302324546379489,0.9509976686095019
2015-04-01,1879.1483154296875,1484.96337890625,0.6993946653733907,840.5728499478112,0.5500245111536322,0,0.0,0.0,1.0302324546379489,0.9521243908380607
2015-04-06,1891.070556640625,1462.989501953125,0.6993946653733907,867.8635034773356,1.852602571150882,0,0.0,0.0,1.0302324546379489,0.9680190090743968
2015-04-07,1862.52099609375,1481.6077880859375,0.6993946653733907,826.2924129307762,-0.3608560574977588,0,0.0,-0.0,1.0302324546379489,0.9447888109151381
2015-04-08,1843.7352294921875,1531.8079833984375,0.6993946653733907,772.396897526949,-2.7199030374364876,1,0.0,-0.001,1.029202222183311,0.9128707610556496
2015-04-09,1847.838623046875,1511.19677734375,0.6993946653733907,790.9156586431966,-1.699451526837434,1,1.0,0.011636275576637036,1.0411783028647232,0.9234931767971475
2015-04-10,1828.20458984375,1504.499267578125,0.6993946653733907,775.965828041436,-2.0970781942321057,1,1.0,-0.007525740472950787,1.033342665171296,0.9165432068200313
2015-04-13,1825.975830078125,1489.70947265625,0.6993946653733907,784.0809719461367,-1.6188444591200537,1,1.0,0.005656215631712583,1.0391874741069536,0.9217273728335867
2015-04-15,1786.24658203125,1471.355712890625,0.6993946653733907,757.1882455688847,-2.412465447367253,1,1.0,-0.013141021690492393,1.0255314889692262,0.9096149334344601
2015-04-16,1719.4185791015625,1468.0648193359375,0.6993946653733907,692.6618760356573,-3.607120706773788,1,1.0,-0.035848235163483254,0.9887679949851003,0.8770068433924855
2015-04-17,1705.5509033203125,1419.296630859375,0.6993946653733907,712.9024111148391,-2.575879843494088,1,1.0,0.015168121628183071,1.003765748195089,0.8903093898618116
2015-04-20,1638.93505859375,1368.396728515625,0.6993946653733907,681.8856865555219,-2.7812857275919165,1,1.0,-0.013976029617861908,0.9897370883689192,0.8778663994600424
2015-04-21,1647.956298828125,1326.525390625,0.6993946653733907,720.1915171426467,-1.7557975079007708,1,1.0,0.026904988471260344,1.0163659533210638,0.9014853848168217
2015-04-22,1704.7723388671875,1331.70263671875,0.6993946653733907,773.3866188824153,-0.6106090347022612,1,1.0,0.03174702553792108,1.0486325491970212,0.930104864350664
2015-04-23,1691.4349365234375,1367.0107421875,0.6993946653733907,735.3549159293805,-1.3040334875797088,1,1.0,-0.026366972472428894,1.0209832836386503,0.9055808149958577
2015-04-24,1664.7249755859375,1364.5498046875,0.6993946653733907,710.3661215511978,-1.6539813282048819,1,1.0,-0.014532229437906658,1.0061461203085462,0.8924207068177714
2015-04-27,1639.3948974609375,1369.235595703125,0.6993946653733907,681.7588261868151,-1.9737601892811345,1,1.0,-0.017617457332004836,0.9884203839642483,0.8766985230932117
2015-04-28,1666.6710205078125,1406.685302734375,0.6993946653733907,682.8428239162375,-1.7728286390825398,1,1.0,-0.0024910917035639926,0.9859581381461214,0.8745145866758074
2015-04-29,1678.3802490234375,1412.5299072265625,0.6993946653733907,690.4643672288092,-1.5136262295041039,1,1.0,0.004119619906916826,0.9900199109194149,0.8781172543759662
2015-04-30,1647.8145751953125,1408.2193603515625,0.6993946653733907,662.9134668899012,-1.7829590597349936,1,1.0,-0.016077104051414652,0.9741032577985912,0.8639996719080213
2015-05-04,1690.7274169921875,1421.4752197265625,0.6993946653733907,696.5552313549613,-1.1762358817276446,1,1.0,0.019458729618152523,0.9930580697122555,0.880812007913852
2015-05-05,1668.01513671875,1441.951904296875,0.6993946653733907,659.5216671285136,-1.614695444079518,1,1.0,-0.023508381523896824,0.9697128817340753,0.8601055431809835
2015-05-06,1646.045654296875,1397.9022216796875,0.6993946653733907,668.3602977404905,-1.377196117065683,1,1.0,0.0081945291466799,0.9776592222073561,0.867153703123801
2015-05-07,1665.963134765625,1372.5633544921875,0.6993946653733907,705.9996467467829,-0.763162353966146,1,1.0,0.024777672916060346,1.0018833426385798,0.888639753947753
2015-05-08,1627.8262939453125,1462.868896484375,0.6993946653733907,604.7035916034818,-2.043604294732134,1,1.0,-0.06890728596669635,0.9328462806421135,0.8274060003011005
2015-05-11,1686.977294921875,1563.950927734375,0.6993946653733907,593.158359158688,-1.9940730610527235,1,1.0,-0.011989699170041966,0.921661734365322,0.8174856512660026
2015-05-12,1745.1024169921875,1590.5501708984375,0.6993946653733907,632.6801124570854,-1.3612509166305788,1,1.0,0.022560079028221512,0.9424544959298913,0.8359281921630006
2015-05-13,1771.5291748046875,1676.8511962890625,0.6993946653733907,598.7483934951288,-1.6750783200792843,1,1.0,-0.022804790314091217,0.9209620187696376,0.816865025023086
2015-05-14,1795.409912109375,1684.87890625,0.6993946653733907,617.0145932779717,-1.3393556672548657,1,1.0,0.010132033578037115,0.9302932368679083,0.825141528885344
2015-05-15,1789.8905029296875,1735.4776611328125,0.6993946653733907,576.1066848587095,-1.7297463060365366,1,1.0,-0.02407776387452603,0.9078938559765344,0.8052739659897773
2015-05-18,1783.41650390625,1723.9600830078125,0.6993946653733907,577.6880185339182,-1.5988672591443258,1,1.0,0.0010245847019915919,0.9088240701324001,0.8060990373762426
2015-05-19,1826.0113525390625,1691.86376953125,0.6993946653733907,642.7308575903905,-0.7192726604367138,1,1.0,0.0369050255666861,0.942364245676256,0.8358481429598938
2015-05-20,1825.0557861328125,1717.540771484375,0.6993946653733907,623.8169329953428,-0.9432090759687081,1,1.0,-0.011137849528325205,0.9318683345070402,0.8265385921150765
2015-05-21,1841.329345703125,1706.862060546875,0.6993946653733907,647.5591260284073,-0.5473330264737988,1,1.0,0.013265192473973501,0.9442297473246772,0.8375027856266501
2015-05-22,1842.07275390625,1733.13720703125,0.6993946653733907,629.925836948456,-0.7702883631194786,1,1.0,-0.010362628927327174,0.9344450448310077,0.8288240550335984
2015-05-25,1831.2113037109373,1777.3214111328125,0.6993946653733907,588.1621901107414,-1.3751771334143748,1,1.0,-0.023726527732740078,0.9122739085601032,0.8091589381062816
2015-05-26,1849.4312744140625,1752.83984375,0.6993946653733907,623.5044384413848,-0.7372129684679058,1,1.0,0.01958343651411843,0.9301393667318767,0.8250050508005176
2015-05-27,1844.0888671875,1702.2039794921875,0.6993946653733907,653.5764845533076,-0.1480762509426139,0,1.0,0.01631536828142024,0.9453149330531544,0.8392903170891604
2015-05-28,1870.3387451171875,1667.2711181640625,0.6993946653733907,704.258219342114,0.887546377556348,0,0.0,0.0,0.9453149330531544,0.8632836784716151
2015-05-29,1908.15771484375,1751.6488037109375,0.6993946653733907,683.0638859206388,0.47420239561316907,0,0.0,-0.0,0.9453149330531544,0.8501835558542667
2015-06-01,1939.0318603515625,1740.6595458984375,0.6993946653733907,721.6238597189267,1.229583671550122,0,0.0,0.0,0.9453149330531544,0.8676700023268821
2015-06-02,1866.4791259765625,1682.0101318359375,0.6993946653733907,690.0902126665142,0.5973127205136322,0,0.0,-0.0,0.9453149330531544,0.8556512686185748
2015-06-03,1843.8333740234373,1686.269287109375,0.6993946653733907,664.46563023615,0.1308568033324322,0,0.0,-0.0,0.9453149330531544,0.8437544078896174
2015-06-04,1823.0477294921875,1604.7515869140625,0.6993946653733907,700.6930303550091,1.0012979378879148,0,0.0,0.0,0.9453149330531544,0.8627701903581155
2015-06-05,1844.333984375,1612.1624755859375,0.6993946653733907,716.7961492350362,1.4042403091515323,0,0.0,0.0,0.9453149330531544,0.8700574266092024
2015-06-08,1803.550048828125,1602.0400390625,0.6993946653733907,683.091791793234,0.6732857449228442,0,0.0,-0.0,0.9453149330531544,0.8546384939161815
2015-06-09,1788.73876953125,1585.9339599609375,0.6993946653733907,679.5450183000737,0.5933849872080804,0,0.0,-0.0,0.9453149330531544,0.8536292164255938
2015-06-10,1799.470947265625,1630.7900390625,0.6993946653733907,658.9050936012491,0.13371162404437728,0,0.0,-0.0,0.9453149330531544,0.8418648307610886
2015-06-11,1791.77978515625,1598.5037841796875,0.6993946653733907,673.7947659217987,0.4997394231139757,0,0.0,0.0,0.9453149330531544,0.8499235290964864
2015-06-12,1791.31494140625,1613.3121337890625,0.6993946653733907,662.9730414520177,0.24410680767976495,0,0.0,-0.0,0.9453149330531544,0.84419628490068
2015-06-15,1793.10400390625,1671.0902099609375,0.6993946653733907,624.352425701871,-0.618969009042764,0,0.0,-0.0,0.9453149330531544,0.8238942862932156
2015-06-16,1819.6845703125,1710.43115234375,0.6993946653733907,623.41814687482,-0.6090020396978066,0,0.0,-0.0,0.9453149330531544,0.8225419185432411
2015-06-17,1804.73095703125,1788.0279541015625,0.6993946653733907,554.1937443941194,-2.0102300155554516,1,0.0,-0.001,0.9443696181201012,0.7896838375127572
2015-06-18,1807.593017578125,1807.19287109375,0.6993946653733907,543.6519642343346,-2.0278434990100993,1,1.0,-0.0059105725117436555,0.9387878530143147,0.7850163539297861
2015-06-19,1825.5877685546875,1802.5118408203125,0.6993946653733907,564.9206028125907,-1.5023469228831876,1,1.0,0.011766677162224811,0.9498342666045524,0.7942533879335447
2015-06-22,1847.1246337890625,1798.7760009765625,0.6993946653733907,589.0702945043738,-1.0035779170964718,1,1.0,0.013246770032494321,0.9624165027032457,0.8047746799110299
2015-06-23,1801.224609375,1786.9061279296875,0.6993946653733907,551.471995977955,-1.6311857589429002,1,1.0,-0.02023423803266936,0.9429427381009792,0.7884906774750449
2015-06-24,1803.8004150390625,1772.6956787109375,0.6993946653733907,563.9865140181707,-1.3343237176489768,1,1.0,0.006991996940099457,0.9495357908404704,0.7940038018792474
2015-06-25,1826.052978515625,1806.0853271484373,0.6993946653733907,562.8865354988529,-1.284062239402216,1,1.0,-0.0008369748773259175,0.9487410532384151,0.7933392406445732
2015-06-26,1816.822998046875,1813.3109130859373,0.6993946653733907,548.6030187712183,-1.4967885945801778,1,1.0,-0.007852667800784162,0.9412909049183676,0.787109411134465
2015-06-29,1814.3541259765625,1788.89453125,0.6993946653733907,563.2108339046802,-1.2132457280143492,1,1.0,0.008058511964738531,0.9488763089379518,0.7934523417416504
2015-06-30,1805.5892333984373,1815.633056640625,0.6993946653733907,535.7451593084008,-1.5669669478222739,1,1.0,-0.015284681324428225,0.9343730369395356,0.7813246755520079
2015-07-01,1803.5140380859373,1886.6068115234373,0.6993946653733907,484.03129844934324,-2.1623265316103506,1,1.0,-0.02848890870968735,0.9077537687893718,0.7590655881975806
2015-07-02,1809.023681640625,1970.530029296875,0.6993946653733907,430.8454911923193,-2.53312894506372,1,1.0,-0.02805670092029584,0.8822851927891769,0.7377687120106327
2015-07-03,1843.618408203125,1879.4921875,0.6993946653733907,529.1115986546604,-1.1165434001924823,1,1.0,0.051435228233585865,0.9276657330474016,0.7757160140964983
2015-07-06,1869.913330078125,1884.93359375,0.6993946653733907,551.6008300262811,-0.7915001558808821,1,1.0,0.01223782009742875,0.939018339398985,0.7852090871237056
2015-07-07,1834.38818359375,1887.552001953125,0.6993946653733907,514.2443828128705,-1.2068284609129671,1,1.0,-0.019969831610595255,0.9202663012819265,0.7695285938747359
2015-07-08,1824.4786376953125,1898.6759033203125,0.6993946653733907,496.55483964008226,-1.3322385544885134,1,1.0,-0.009523837936467733,0.9115018341701249,0.762199728259195
2015-07-09,1863.724365234375,1913.3824462890625,0.6993946653733907,525.5148894807164,-0.9064490231296994,1,1.0,0.01609336351104153,0.9261709645284059,0.7744660855540874
2015-07-10,1839.9698486328125,1924.86279296875,0.6993946653733907,493.7310796547433,-1.2257697985631473,1,1.0,-0.01694211112392656,0.9104796731276114,0.7613449950709176
2015-07-13,1860.46875,1961.4873046875,0.6993946653733907,488.61499290393203,-1.2224610695537361,1,1.0,-0.002166546013655884,0.9085070770212821,0.7596955061068299
2015-07-14,1888.015869140625,1925.68310546875,0.6993946653733907,541.2033779761168,-0.4872725974766681,0,1.0,0.026573016141029318,0.932648850243208,0.7806426025589809
2015-07-15,1902.004150390625,1920.533935546875,0.6993946653733907,558.7929612005773,-0.20787581177737535,0,0.0,0.0,0.932648850243208,0.7878862848621146
2015-07-16,1895.6005859375,1953.9417724609373,0.6993946653733907,529.024133828093,-0.568692467307487,0,0.0,-0.0,0.932648850243208,0.7756482281873661
2015-07-17,1895.6719970703125,1955.9718017578125,0.6993946653733907,527.6757533001191,-0.5411988339322162,0,0.0,-0.0,0.932648850243208,0.7751138395795576
2015-07-20,1904.615478515625,1969.6356201171875,0.6993946653733907,527.0628330762538,-0.5005259234366979,0,0.0,-0.0,0.932648850243208,0.7749836870317325
2015-07-21,1922.754150390625,1978.9329833984373,0.6993946653733907,538.6989786703093,-0.24337047416780713,0,0.0,0.0,0.932648850243208,0.7798057513489476
2015-07-22,1939.7476806640625,1956.8109130859373,0.6993946653733907,571.1645669073243,0.4375554664331509,0,0.0,0.0,0.932648850243208,0.792794588296815
2015-07-23,1944.47021484375,1903.8348388671875,0.6993946653733907,612.9382847880302,1.417790440566092,0,0.0,0.0,0.932648850243208,0.8097358838538491
2015-07-24,1960.7838134765625,1864.498291015625,0.6993946653733907,656.7636551424307,2.3911047851271356,-1,0.0,-0.001,0.9317162013929647,0.8282306182417336
2015-07-27,1863.9393310546875,1793.501708984375,0.6993946653733907,609.5738034529563,1.3999308076920904,-1,-1.0,0.022759067504146958,0.9529211933151746,0.8093808616921686
2015-07-28,1811.3128662109373,1807.54052734375,0.6993946653733907,547.1286639405132,0.07930320050266858,0,-1.0,0.032708584341538754,0.9840898965375636,0.7820977786513909
2015-07-29,1838.753173828125,1784.0743408203125,0.6993946653733907,590.9810972288499,1.0546506072967687,0,0.0,0.0,0.9840898965375636,0.801047392388739
2015-07-30,1846.2659912109373,1763.8385009765625,0.6993946653733907,612.6467530477314,1.441843849551207,0,0.0,0.0,0.9840898965375636,0.8106749378026137
2015-07-31,1919.4984130859373,1767.84765625,0.6993946653733907,683.0751931118355,2.554183052963517,-1,0.0,-0.001,0.9831058066410261,0.8415417492323264
2015-08-03,1929.8018798828125,1768.950927734375,0.6993946653733907,692.6070377180804,2.403868602174726,-1,-1.0,-0.004931315755052237,0.9782578014878539,0.8456916573188501
2015-08-04,1877.390380859375,1870.4542236328125,0.6993946653733907,569.2046750254588,0.24307383616530492,0,-1.0,0.06629062350052281,1.0431071210927343,0.7887845384086741
2015-08-05,1907.54931640625,1906.467041015625,0.6993946653733907,574.1764382097288,0.32323603396039047,0,0.0,0.0,1.0431071210927343,0.7908341796277876
2015-08-06,1896.8880615234373,1907.0001220703125,0.6993946653733907,563.1423492810559,0.1312904633669767,0,0.0,-0.0,1.0431071210927343,0.7862595655021796
2015-08-07,1904.580078125,1912.48779296875,0.6993946653733907,566.9963181309265,0.1875535996080917,0,0.0,0.0,1.0431071210927343,0.7878654702485783
2015-08-10,1934.703125,1887.7420654296875,0.6993946653733907,614.4263948375303,0.9657846510827824,0,0.0,0.0,1.0431071210927343,0.807456213570255
2015-08-11,1923.5767822265625,1869.07763671875,0.6993946653733907,616.3538539367644,0.940075691628006,0,0.0,0.0,1.0431071210927343,0.8083961769158228
2015-08-12,1885.2257080078125,1839.9615478515625,0.6993946653733907,598.3664169482629,0.5867297491725254,0,0.0,-0.0,1.0431071210927343,0.8010863701893989
2015-08-13,1893.5968017578125,1844.925537109375,0.6993946653733907,603.265723092378,0.631093795832486,0,0.0,0.0,1.0431071210927343,0.80313193328806
2015-08-14,1940.784912109375,1909.61865234375,0.6993946653733907,605.2078137626327,0.6222977912872509,0,0.0,0.0,1.0431071210927343,0.8034493730181416
2015-08-17,1896.2801513671875,1915.5699462890625,0.6993946653733907,556.5407497830247,-0.3126030437854639,0,0.0,-0.0,1.0431071210927343,0.7832739783172619
2015-08-18,1889.6617431640625,1941.506591796875,0.6993946653733907,531.782390074055,-0.807216044539635,0,0.0,-0.0,1.0431071210927343,0.7731227890363681
2015-08-19,1920.9293212890625,1968.47216796875,0.6993946653733907,544.1903880757257,-0.6184501879666933,0,0.0,0.0,1.0431071210927343,0.7784053547570948
2015-08-20,1881.147216796875,1948.268798828125,0.6993946653733907,518.5384121830607,-1.1225027906465446,0,0.0,-0.0,1.0431071210927343,0.7678722841464877
2015-08-21,1828.1634521484373,1897.034912109375,0.6993946653733907,501.38735459206146,-1.4819091958690818,0,0.0,-0.0,1.0431071210927343,0.7603674147887614
2015-08-24,1769.134033203125,1722.8245849609375,0.6993946653733907,564.1997091073194,-0.2843688598432073,0,0.0,0.0,1.0431071210927343,0.7846524575978147
2015-08-25,1763.37451171875,1733.3409423828125,0.6993946653733907,551.0851033429251,-0.5730911271738595,0,0.0,-0.0,1.0431071210927343,0.7787481356852658
2015-08-26,1712.0003662109375,1721.1094970703125,0.6993946653733907,508.26556543648167,-1.4044053730099355,0,0.0,-0.0,1.0431071210927343,0.7599034689793158
2015-08-27,1701.339111328125,1740.0709228515625,0.6993946653733907,484.34279051438943,-1.7888312338707684,0,0.0,-0.0,1.0431071210927343,0.7493160508679073
2015-08-28,1716.221923828125,1753.7623291015625,0.6993946653733907,489.64990652167944,-1.605627507731875,0,0.0,0.0,1.0431071210927343,0.7517473232166856
2015-08-31,1715.220458984375,1762.6195068359375,0.6993946653733907,482.45377882024354,-1.652763545909523,0,0.0,-0.0,1.0431071210927343,0.7486533250430325
2015-09-01,1705.6688232421875,1692.5869140625,0.6993946653733907,521.8825648660654,-0.907051150929921,0,0.0,0.0,1.0431071210927343,0.765288158595103
2015-09-02,1673.3629150390625,1703.5205078125,0.6993946653733907,481.92975952083043,-1.5177713873590488,0,0.0,-0.0,1.0431071210927343,0.7473358815689843
2015-09-03,1661.664306640625,1704.020751953125,0.6993946653733907,469.8812830390557,-1.5871764974765987,0,0.0,-0.0,1.0431071210927343,0.7419577117165308
2015-09-04,1639.1259765625,1685.022705078125,0.6993946653733907,460.6300855978193,-1.6277374467418533,0,0.0,-0.0,1.0431071210927343,0.7376794423638442
2015-09-07,1631.7918701171875,1616.9134521484375,0.6993946653733907,500.9312273140972,-0.8868018683408104,0,0.0,0.0,1.0431071210927343,0.7552328163015348
2015-09-08,1655.117431640625,1597.5673828125,0.6993946653733907,537.787326527033,-0.2596582263317508,0,0.0,0.0,1.0431071210927343,0.7723483357494463
2015-09-09,1677.370361328125,1665.5238037109375,0.6993946653733907,512.5118979602971,-0.6413975027303241,0,0.0,-0.0,1.0431071210927343,0.7597547859357529
2015-09-10,1680.4466552734375,1714.6116943359375,0.6993946653733907,481.2563830680522,-1.0921750164594608,0,0.0,-0.0,1.0431071210927343,0.7454871820541185
2015-09-11,1676.475830078125,1750.3138427734375,0.6993946653733907,452.3156657131831,-1.5399764749747886,0,0.0,-0.0,1.0431071210927343,0.7328690962823159
2015-09-14,1681.0904541015625,1746.0916748046875,0.6993946653733907,459.8832514902747,-1.4274469869200215,0,0.0,0.0,1.0431071210927343,0.736122799304043
2015-09-15,1653.2213134765625,1721.971923828125,0.6993946653733907,448.88333602841726,-1.5186639272115583,0,0.0,-0.0,1.0431071210927343,0.7310311262328963
2015-09-16,1694.577880859375,1662.71044921875,0.6993946653733907,531.6870626151872,0.1259814436486696,0,0.0,0.0,1.0431071210927343,0.7669140364100859
2015-09-18,1737.615966796875,1690.2830810546875,0.6993946653733907,555.440996936328,0.6036492687288694,0,0.0,0.0,1.0431071210927343,0.7774970701382331
2015-09-21,1734.181396484375,1712.8826904296875,0.6993946653733907,536.2003803874306,0.24442814735113436,0,0.0,-0.0,1.0431071210927343,0.7686897987535007
2015-09-22,1709.3172607421875,1699.5946044921875,0.6993946653733907,520.6298610629538,-0.006125464344603423,0,0.0,-0.0,1.0431071210927343,0.7618392645347142
2015-09-23,1717.9036865234375,1692.1324462890625,0.6993946653733907,534.4352804836417,0.3760634959102363,0,0.0,0.0,1.0431071210927343,0.7680056187963629
2015-09-24,1704.1302490234375,1647.7999267578125,0.6993946653733907,551.6677706463595,0.854456035549436,0,0.0,0.0,1.0431071210927343,0.7759206830064223
2015-09-28,1681.0904541015625,1602.044677734375,0.6993946653733907,560.6289528043078,1.177713758669813,0,0.0,0.0,1.0431071210927343,0.7804989667974419
2015-09-29,1666.6016845703125,1616.7001953125,0.6993946653733907,535.8901924606312,0.6590065879814361,0,0.0,-0.0,1.0431071210927343,0.7687784156603008
2015-09-30,1713.2884521484375,1649.232177734375,0.6993946653733907,559.8242650788759,1.3362326299208904,0,0.0,0.0,1.0431071210927343,0.7794948890277226
2015-10-01,1725.8453369140625,1695.09423828125,0.6993946653733907,540.305469354985,0.7668441610390213,0,0.0,-0.0,1.0431071210927343,0.7700476107075391
2015-10-05,1790.2056884765625,1740.1820068359375,0.6993946653733907,573.1316761167466,1.6140182070252727,0,0.0,0.0,1.0431071210927343,0.7844389479635449
2015-10-06,1811.9217529296875,1726.96826171875,0.6993946653733907,604.0893634144361,2.1746329393221386,-1,0.0,-0.001,1.0420640139716415,0.7981205105501674
2015-10-07,1817.9322509765625,1752.464599609375,0.6993946653733907,592.2678587540506,1.7112797578539554,-1,-1.0,0.007008415983955052,1.0493672320634646,0.7925269500069052
2015-10-08,1818.5400390625,1730.3145751953125,0.6993946653733907,608.3672557530738,1.9517677840990142,-1,-1.0,-0.00917422768258305,1.0397400981538725,0.7997977726908516
2015-10-09,1835.17578125,1698.046630859375,0.6993946653733907,647.571026071694,2.4636212575657015,-1,-1.0,-0.022190587215028673,1.0166676548248266,0.8175457549201337
2015-10-12,1826.6605224609373,1666.9234619140625,0.6993946653733907,660.8231456124977,2.3573784041401566,-1,-1.0,-0.008179046306236828,1.0083522829979612,0.8242324995070928
2015-10-13,1816.5009765625,1651.8973388671875,0.6993946653733907,661.1727900142889,2.0980738499832365,-1,-1.0,-0.0007427288864789916,1.0076033506296316,0.8248446807936515
2015-10-14,1788.77490234375,1685.2545166015625,0.6993946653733907,610.1168836362049,1.1602567143967921,-1,-1.0,0.02938650340171791,1.0372132899204918,0.80060537977562
2015-10-15,1834.6033935546875,1697.39306640625,0.6993946653733907,647.4557378683749,1.630147082519713,-1,-1.0,-0.020582444420946682,1.015864905028036,0.8170837955079625
2015-10-16,1848.877685546875,1695.11279296875,0.6993946653733907,663.3248409383425,1.714981302096423,-1,-1.0,-0.008720152346863541,1.0070064082923593,0.8242088906849455
2015-10-19,1868.9478759765625,1690.9180908203125,0.6993946653733907,686.3287836734773,1.8695957423392437,-1,-1.0,-0.012586049193401916,0.9943321760995207,0.8345824243287455
2015-10-20,1864.76171875,1683.488525390625,0.6993946653733907,687.3388248744809,1.731105978533148,-1,-1.0,-0.000833157254925864,0.9935037410331973,0.8352777627304087
2015-10-21,1876.639404296875,1688.067626953125,0.6993946653733907,696.0139112163404,1.7146897223809654,-1,-1.0,-0.004467187203678824,0.9890655738344468,0.8390091048635954
