date,pair,fold,pnl,equity,event
2019-09-17,HEROMOTOCO__EICHERMOT,0,2549.866491879816,201304.66570270195,hold
2019-09-18,HEROMOTOCO__EICHERMOT,0,-430.06891455747,200874.5967881445,hold
2019-09-19,HEROMOTOCO__EICHERMOT,0,-180.1784250777826,200694.4183630667,exit
2019-09-20,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-23,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-24,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-25,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-26,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-27,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-09-30,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-01,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-03,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-04,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-07,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-09,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-10,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-11,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-14,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-15,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-16,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-17,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-18,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-22,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-23,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-24,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-25,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-27,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-29,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-30,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-10-31,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-01,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-04,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-05,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-06,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-07,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-08,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-11,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-13,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-14,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-15,HEROMOTOCO__EICHERMOT,0,0.0,200694.4183630667,flat
2019-11-18,HEROMOTOCO__EICHERMOT,0,-840.4474582669919,199853.97090479973,entry
2019-11-19,HEROMOTOCO__EICHERMOT,0,-1548.8427321810789,198305.12817261866,hold
2019-11-20,HEROMOTOCO__EICHERMOT,0,457.1363485525471,198762.2645211712,hold
2019-11-21,HEROMOTOCO__EICHERMOT,0,-1637.2320623260916,197125.0324588451,hold
2019-11-22,HEROMOTOCO__EICHERMOT,0,-1352.5722496789383,195772.46020916617,hold
2019-11-25,HEROMOTOCO__EICHERMOT,0,394.3004241224315,196166.7606332886,hold
2019-11-26,HEROMOTOCO__EICHERMOT,0,1233.312687192316,197400.0733204809,hold
2019-11-27,HEROMOTOCO__EICHERMOT,0,578.8682894905822,197978.9416099715,hold
2019-11-28,HEROMOTOCO__EICHERMOT,0,-1977.7044602151207,196001.23714975637,hold
2019-11-29,HEROMOTOCO__EICHERMOT,0,-737.9954867963306,195263.24166296003,hold
2019-12-02,HEROMOTOCO__EICHERMOT,1,1003.6899699941046,196266.93163295413,hold
2019-12-03,HEROMOTOCO__EICHERMOT,1,194.0447724081556,196460.97640536228,exit
2019-12-04,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-05,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-06,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-09,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-10,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-11,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-12,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-13,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-16,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-17,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-18,HEROMOTOCO__EICHERMOT,1,0.0,196460.97640536228,flat
2019-12-19,HEROMOTOCO__EICHERMOT,1,-755.13742117675,195705.83898418554,entry
2019-12-20,HEROMOTOCO__EICHERMOT,1,-1193.3949655260153,194512.44401865953,hold
2019-12-23,HEROMOTOCO__EICHERMOT,1,-941.3151328927654,193571.12888576675,hold
2019-12-24,HEROMOTOCO__EICHERMOT,1,-746.5721842760059,192824.55670149074,hold
2019-12-26,HEROMOTOCO__EICHERMOT,1,-28.85945252300942,192795.69724896774,hold
2019-12-27,HEROMOTOCO__EICHERMOT,1,42.441759163634416,192838.13900813137,hold
2019-12-30,HEROMOTOCO__EICHERMOT,1,-626.2866266186858,192211.8523815127,hold
2019-12-31,HEROMOTOCO__EICHERMOT,1,876.3031905099529,193088.15557202266,hold
2020-01-01,HEROMOTOCO__EICHERMOT,1,-132.25408953606592,192955.9014824866,hold
2020-01-02,HEROMOTOCO__EICHERMOT,1,-410.4733882036626,192545.42809428295,hold
2020-01-03,HEROMOTOCO__EICHERMOT,1,-540.2395997699033,192005.18849451304,hold
2020-01-06,HEROMOTOCO__EICHERMOT,1,1734.456677935036,193739.64517244807,hold
2020-01-07,HEROMOTOCO__EICHERMOT,1,579.6938373689023,194319.33900981696,hold
2020-01-08,HEROMOTOCO__EICHERMOT,1,29.469565737371575,194348.80857555434,hold
2020-01-09,HEROMOTOCO__EICHERMOT,1,-768.9682205961044,193579.84035495823,hold
2020-01-10,HEROMOTOCO__EICHERMOT,1,-199.0380523464255,193380.80230261182,hold
2020-01-13,HEROMOTOCO__EICHERMOT,1,-283.4705747404752,193097.33172787135,hold
2020-01-14,HEROMOTOCO__EICHERMOT,1,-1255.0121047597413,191842.3196231116,hold
2020-01-15,HEROMOTOCO__EICHERMOT,1,-1993.443240809608,189848.876382302,hold
2020-01-16,HEROMOTOCO__EICHERMOT,1,2294.0311679152396,192142.90755021723,hold
2020-01-17,HEROMOTOCO__EICHERMOT,1,-907.3430631153707,191235.56448710186,hold
2020-01-20,HEROMOTOCO__EICHERMOT,1,1310.7538941299254,192546.31838123177,hold
2020-01-21,HEROMOTOCO__EICHERMOT,1,212.8970204275471,192759.2154016593,hold
2020-01-22,HEROMOTOCO__EICHERMOT,1,16.642319897795375,192775.8577215571,hold
2020-01-23,HEROMOTOCO__EICHERMOT,1,-1210.1596136959547,191565.69810786116,hold
2020-01-24,HEROMOTOCO__EICHERMOT,1,-1270.4729177814547,190295.2251900797,hold
2020-01-27,HEROMOTOCO__EICHERMOT,1,574.1687202349008,190869.39391031463,hold
2020-01-28,HEROMOTOCO__EICHERMOT,1,-453.7142130912885,190415.67969722333,hold
2020-01-29,HEROMOTOCO__EICHERMOT,1,-1519.0874607769717,188896.59223644636,hold
2020-01-30,HEROMOTOCO__EICHERMOT,1,268.37214878531927,189164.9643852317,hold
2020-01-31,HEROMOTOCO__EICHERMOT,1,-708.4431136825677,188456.52127154914,hold
2020-02-03,HEROMOTOCO__EICHERMOT,1,3659.6617058941474,192116.18297744327,hold
2020-02-04,HEROMOTOCO__EICHERMOT,1,-3204.5339016748717,188911.6490757684,hold
2020-02-05,HEROMOTOCO__EICHERMOT,1,2852.0951559824457,191763.74423175084,hold
2020-02-06,HEROMOTOCO__EICHERMOT,1,-317.2294093134632,191446.51482243737,hold
2020-02-07,HEROMOTOCO__EICHERMOT,1,-1747.2915904056053,189699.22323203177,hold
2020-02-10,HEROMOTOCO__EICHERMOT,1,-1.7054246350317044,189697.51780739674,exit
2020-02-11,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-12,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-13,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-14,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-17,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-18,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-19,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-20,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-24,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-25,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-26,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-27,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-02-28,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-02,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-03,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-04,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-05,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-06,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-09,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-11,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-12,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-13,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-16,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-17,HEROMOTOCO__EICHERMOT,1,0.0,189697.51780739674,flat
2020-03-18,HEROMOTOCO__EICHERMOT,1,-595.6985276843561,189101.8192797124,entry
2020-03-19,HEROMOTOCO__EICHERMOT,1,811.7305753424657,189913.54985505485,hold
2020-03-20,HEROMOTOCO__EICHERMOT,1,1760.5613168610873,191674.11117191595,hold
2020-03-23,HEROMOTOCO__EICHERMOT,1,-3193.365196021511,188480.74597589445,hold
2020-03-24,HEROMOTOCO__EICHERMOT,1,63.23134803082192,188543.97732392527,hold
2020-03-25,HEROMOTOCO__EICHERMOT,1,674.7172823870933,189218.69460631238,hold
2020-03-26,HEROMOTOCO__EICHERMOT,1,2455.512577161815,191674.20718347418,hold
2020-03-27,HEROMOTOCO__EICHERMOT,1,-2522.3886663901967,189151.81851708397,hold
2020-03-30,HEROMOTOCO__EICHERMOT,1,-1744.6332073790668,187407.18530970492,hold
2020-03-31,HEROMOTOCO__EICHERMOT,1,874.98530028628,188282.17060999118,hold
2020-04-01,HEROMOTOCO__EICHERMOT,1,838.824708088078,189120.99531807925,hold
2020-04-03,HEROMOTOCO__EICHERMOT,1,-992.3743724181293,188128.62094566113,hold
2020-04-07,HEROMOTOCO__EICHERMOT,1,3400.7888797624146,191529.40982542353,hold
2020-04-08,HEROMOTOCO__EICHERMOT,1,967.9944375535102,192497.40426297704,hold
2020-04-09,HEROMOTOCO__EICHERMOT,1,3016.031081603168,195513.4353445802,hold
2020-04-13,HEROMOTOCO__EICHERMOT,1,-1254.705429005244,194258.72991557498,hold
2020-04-15,HEROMOTOCO__EICHERMOT,1,-1762.5110945660317,192496.21882100895,hold
2020-04-16,HEROMOTOCO__EICHERMOT,1,-796.7299654992509,191699.4888555097,hold
2020-04-17,HEROMOTOCO__EICHERMOT,1,600.6527910022475,192300.14164651194,hold
2020-04-20,HEROMOTOCO__EICHERMOT,1,-407.1830873822774,191892.95855912965,hold
2020-04-21,HEROMOTOCO__EICHERMOT,1,613.1471706442637,192506.1057297739,hold
2020-04-22,HEROMOTOCO__EICHERMOT,1,1070.148150511023,193576.25388028493,hold
2020-04-23,HEROMOTOCO__EICHERMOT,1,-531.3805936563571,193044.87328662857,hold
2020-04-24,HEROMOTOCO__EICHERMOT,1,696.7837214121362,193741.6570080407,hold
2020-04-27,HEROMOTOCO__EICHERMOT,1,641.7565351161173,194383.4135431568,hold
2020-04-28,HEROMOTOCO__EICHERMOT,1,54.091116197559934,194437.50465935437,hold
2020-04-29,HEROMOTOCO__EICHERMOT,1,513.0112456924229,194950.51590504678,hold
2020-04-30,HEROMOTOCO__EICHERMOT,1,3582.454798520441,198532.9707035672,hold
2020-05-04,HEROMOTOCO__EICHERMOT,1,-3786.166829316092,194746.8038742511,exit
2020-05-05,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-06,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-07,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-08,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-11,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-12,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-13,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-14,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-15,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-18,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-19,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-20,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-21,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-22,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-26,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-27,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-28,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-05-29,HEROMOTOCO__EICHERMOT,1,0.0,194746.8038742511,flat
2020-06-01,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-02,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-03,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-04,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-05,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-08,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-09,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-10,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-11,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-12,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-15,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-16,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-17,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-18,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-19,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-22,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-23,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-24,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-25,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-26,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-29,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-06-30,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-01,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-02,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-03,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-06,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-07,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-08,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-09,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-10,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-13,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-14,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-15,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-16,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-17,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-20,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-21,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-22,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-23,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-24,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-27,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-28,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-29,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-30,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-07-31,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-08-03,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-08-04,HEROMOTOCO__EICHERMOT,2,0.0,194746.8038742511,flat
2020-08-05,HEROMOTOCO__EICHERMOT,2,-823.4647318210983,193923.33914243002,entry
2020-08-06,HEROMOTOCO__EICHERMOT,2,477.1357591235017,194400.47490155353,hold
2020-08-07,HEROMOTOCO__EICHERMOT,2,-116.46518469071061,194284.0097168628,hold
2020-08-10,HEROMOTOCO__EICHERMOT,2,437.47586999678936,194721.4855868596,hold
2020-08-11,HEROMOTOCO__EICHERMOT,2,95.28617861729452,194816.7717654769,hold
2020-08-12,HEROMOTOCO__EICHERMOT,2,384.1154582887414,195200.88722376566,hold
2020-08-13,HEROMOTOCO__EICHERMOT,2,1178.901280821918,196379.78850458757,hold
2020-08-14,HEROMOTOCO__EICHERMOT,2,762.4716386453791,197142.26014323294,exit
2020-08-17,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-18,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-19,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-20,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-21,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-24,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-25,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-26,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-27,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-28,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-08-31,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-09-01,HEROMOTOCO__EICHERMOT,2,0.0,197142.26014323294,flat
2020-09-02,HEROMOTOCO__EICHERMOT,2,-857.0714406597314,196285.1887025732,entry
2020-09-03,HEROMOTOCO__EICHERMOT,2,-801.3049050995292,195483.88379747368,hold
2020-09-04,HEROMOTOCO__EICHERMOT,2,185.0304665828339,195668.9142640565,hold
2020-09-07,HEROMOTOCO__EICHERMOT,2,-1063.9815151969178,194604.9327488596,hold
2020-09-08,HEROMOTOCO__EICHERMOT,2,433.6528563516695,195038.58560521126,hold
2020-09-09,HEROMOTOCO__EICHERMOT,2,476.0503384257277,195514.635943637,hold
2020-09-10,HEROMOTOCO__EICHERMOT,2,749.4763683914812,196264.11231202848,hold
2020-09-11,HEROMOTOCO__EICHERMOT,2,901.8016232074058,197165.91393523588,hold
2020-09-14,HEROMOTOCO__EICHERMOT,2,603.639517578125,197769.553452814,hold
2020-09-15,HEROMOTOCO__EICHERMOT,2,369.9861200904353,198139.53957290444,hold
2020-09-16,HEROMOTOCO__EICHERMOT,2,21.6385651086229,198161.17813801306,hold
2020-09-17,HEROMOTOCO__EICHERMOT,2,300.2213582245291,198461.39949623757,hold
2020-09-18,HEROMOTOCO__EICHERMOT,2,753.7434656731592,199215.14296191072,hold
2020-09-21,HEROMOTOCO__EICHERMOT,2,-331.8190730013883,198883.32388890933,hold
2020-09-22,HEROMOTOCO__EICHERMOT,2,-438.33726111676236,198444.98662779256,hold
2020-09-23,HEROMOTOCO__EICHERMOT,2,-876.333605843322,197568.65302194923,hold
2020-09-24,HEROMOTOCO__EICHERMOT,2,-115.30877018675086,197453.34425176246,hold
2020-09-25,HEROMOTOCO__EICHERMOT,2,346.50858964308645,197799.85284140555,hold
2020-09-28,HEROMOTOCO__EICHERMOT,2,642.0653508401113,198441.91819224565,hold
2020-09-29,HEROMOTOCO__EICHERMOT,2,1196.8772940389554,199638.7954862846,hold
2020-09-30,HEROMOTOCO__EICHERMOT,2,-515.6771109535531,199123.11837533105,hold
2020-10-01,HEROMOTOCO__EICHERMOT,2,126.35982815175514,199249.4782034828,hold
2020-10-05,HEROMOTOCO__EICHERMOT,2,-528.1936590592894,198721.2845444235,hold
2020-10-06,HEROMOTOCO__EICHERMOT,2,267.5955595034247,198988.88010392693,hold
2020-10-07,HEROMOTOCO__EICHERMOT,2,1099.2643759364298,200088.14447986337,hold
2020-10-08,HEROMOTOCO__EICHERMOT,2,1106.961130672089,201195.10561053545,hold
2020-10-09,HEROMOTOCO__EICHERMOT,2,676.9982860124144,201872.10389654787,hold
2020-10-12,HEROMOTOCO__EICHERMOT,2,-257.125921286387,201614.97797526148,hold
2020-10-13,HEROMOTOCO__EICHERMOT,2,-424.1955134310788,201190.78246183041,hold
2020-10-14,HEROMOTOCO__EICHERMOT,2,-56.335945553296234,201134.44651627712,hold
2020-10-15,HEROMOTOCO__EICHERMOT,2,117.36033604452055,201251.80685232164,hold
2020-10-16,HEROMOTOCO__EICHERMOT,2,260.5099941673801,201512.316846489,hold
2020-10-19,HEROMOTOCO__EICHERMOT,2,-730.1798591074486,200782.13698738156,hold
2020-10-20,HEROMOTOCO__EICHERMOT,2,-143.32044266374143,200638.81654471782,hold
2020-10-21,HEROMOTOCO__EICHERMOT,2,-821.568304098887,199817.24824061894,hold
2020-10-22,HEROMOTOCO__EICHERMOT,2,-1333.0881571329196,198484.16008348603,hold
2020-10-23,HEROMOTOCO__EICHERMOT,2,203.59182346960617,198687.75190695564,hold
2020-10-26,HEROMOTOCO__EICHERMOT,2,-2608.5667054660744,196079.18520148957,hold
2020-10-27,HEROMOTOCO__EICHERMOT,2,99.54817776113309,196178.7333792507,hold
2020-10-28,HEROMOTOCO__EICHERMOT,2,351.94029809235576,196530.67367734306,hold
2020-10-29,HEROMOTOCO__EICHERMOT,2,-1503.9659293611935,195026.70774798185,stop_out
2020-10-30,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-02,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-03,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-04,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-05,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-06,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-09,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-10,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-11,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-12,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-13,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-14,HEROMOTOCO__EICHERMOT,2,0.0,195026.70774798185,flat
2020-11-17,HEROMOTOCO__EICHERMOT,2,-1021.9873535566652,194004.72039442518,entry
2020-11-18,HEROMOTOCO__EICHERMOT,2,-2120.0550600652828,191884.6653343599,hold
2020-11-19,HEROMOTOCO__EICHERMOT,2,1220.067720703125,193104.733055063,hold
2020-11-20,HEROMOTOCO__EICHERMOT,2,-556.4571182577055,192548.2759368053,hold
2020-11-23,HEROMOTOCO__EICHERMOT,2,876.8614957726884,193425.137432578,hold
2020-11-24,HEROMOTOCO__EICHERMOT,2,-1511.0990477311643,191914.03838484682,hold
2020-11-25,HEROMOTOCO__EICHERMOT,2,689.0362009578339,192603.07458580466,hold
2020-11-26,HEROMOTOCO__EICHERMOT,2,1082.1527656785104,193685.22735148316,hold
2020-11-27,HEROMOTOCO__EICHERMOT,2,1644.9905625802653,195330.21791406343,hold
2020-12-01,HEROMOTOCO__EICHERMOT,3,48.36866502568493,195378.5865790891,hold
2020-12-02,HEROMOTOCO__EICHERMOT,3,256.8391866438356,195635.42576573294,hold
2020-12-03,HEROMOTOCO__EICHERMOT,3,-92.75223549871575,195542.67353023423,hold
2020-12-04,HEROMOTOCO__EICHERMOT,3,587.5573221586045,196130.23085239282,hold
2020-12-07,HEROMOTOCO__EICHERMOT,3,-254.38393926583905,195875.846913127,hold
2020-12-08,HEROMOTOCO__EICHERMOT,3,123.78612938784246,195999.63304251485,hold
2020-12-09,HEROMOTOCO__EICHERMOT,3,-854.2128202511785,195145.42022226367,exit
2020-12-10,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-11,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-14,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-15,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-16,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-17,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-18,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-21,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
2020-12-22,HEROMOTOCO__EICHERMOT,3,0.0,195145.42022226367,flat
