date,pair,fold,pnl,equity,event
2023-01-10,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-11,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-12,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-13,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-16,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-17,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-18,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-19,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-20,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-23,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-24,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-25,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-27,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-30,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-01-31,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-01,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-02,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-03,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-06,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-07,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-08,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-09,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-10,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-13,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-14,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-15,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-16,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-17,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-20,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-21,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-22,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-23,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-24,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-27,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-02-28,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-01,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-02,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-03,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-06,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-08,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-09,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-10,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-13,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-14,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-15,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-16,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-17,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-20,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-21,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-22,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-23,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-24,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-27,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-28,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-29,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-03-31,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-03,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-05,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-06,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-10,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-11,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-12,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-13,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-17,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-18,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-19,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-20,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-21,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-24,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-25,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-26,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-27,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-04-28,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-02,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-03,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-04,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-05,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-08,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-09,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-10,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-11,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-12,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-15,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-16,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-17,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-18,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-19,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-22,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-23,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-24,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-25,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-26,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-29,HEROMOTOCO__EICHERMOT,7,0.0,182325.91091583436,flat
2023-05-30,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-05-31,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-01,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-02,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-05,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-06,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-07,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-08,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-09,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-12,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-13,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-14,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-15,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-16,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-19,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-20,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-21,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-22,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-23,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-26,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-27,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-28,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-06-30,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-03,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-04,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-05,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-06,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-07,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-10,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-11,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-12,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-13,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-14,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-17,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-18,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-19,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-20,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-21,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-24,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-25,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-26,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-27,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-28,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-07-31,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-01,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-02,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-03,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-04,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-07,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-08,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-09,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-10,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-11,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-14,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-16,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-17,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-18,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-21,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-22,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-23,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-24,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-25,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-28,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-29,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-30,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-08-31,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-01,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-04,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-05,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-06,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-07,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-08,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-11,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-12,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-13,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-14,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-15,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-18,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-20,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-21,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-22,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-25,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-26,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-27,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-28,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-09-29,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-03,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-04,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-05,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-06,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-09,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-10,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-11,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-12,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-13,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-16,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-17,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-18,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-19,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-20,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-23,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-25,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-26,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-27,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-30,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-10-31,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-01,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-02,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-03,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-06,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-07,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-08,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-09,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-10,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-13,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-15,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-16,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-17,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-20,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-21,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-22,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-23,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-24,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-28,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-29,HEROMOTOCO__EICHERMOT,8,0.0,182325.91091583436,flat
2023-11-30,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-01,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-04,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-05,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-06,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-07,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-08,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-11,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-12,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-13,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-14,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-15,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-18,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-19,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-20,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-21,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-22,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-26,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-27,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-28,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2023-12-29,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-01,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-02,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-03,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-04,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-05,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-08,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-09,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-10,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-11,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-12,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-15,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-16,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-17,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-18,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-19,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-23,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-24,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-25,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-29,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-30,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-01-31,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-01,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-02,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-05,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-06,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-07,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-08,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-09,HEROMOTOCO__EICHERMOT,9,0.0,182325.91091583436,flat
2024-02-12,HEROMOTOCO__EICHERMOT,9,-1187.332722705727,181138.57819312863,entry
2024-02-13,HEROMOTOCO__EICHERMOT,9,547.7792074593322,181686.35740058796,hold
2024-02-14,HEROMOTOCO__EICHERMOT,9,-73.86106442636986,181612.4963361616,hold
2024-02-15,HEROMOTOCO__EICHERMOT,9,-151.73255637307363,181460.7637797885,hold
2024-02-16,HEROMOTOCO__EICHERMOT,9,356.5924756795805,181817.3562554681,hold
2024-02-19,HEROMOTOCO__EICHERMOT,9,0.6187849422089045,181817.9750404103,hold
2024-02-20,HEROMOTOCO__EICHERMOT,9,-419.23137518728595,181398.743665223,hold
2024-02-21,HEROMOTOCO__EICHERMOT,9,-284.3237939319349,181114.4198712911,hold
2024-02-22,HEROMOTOCO__EICHERMOT,9,-1505.0052675513698,179609.41460373971,hold
2024-02-23,HEROMOTOCO__EICHERMOT,9,410.1392103756421,180019.55381411535,hold
2024-02-26,HEROMOTOCO__EICHERMOT,9,-439.11243198844176,179580.4413821269,hold
2024-02-27,HEROMOTOCO__EICHERMOT,9,-976.927171687714,178603.5142104392,hold
2024-02-28,HEROMOTOCO__EICHERMOT,9,1123.529675192637,179727.04388563184,hold
2024-02-29,HEROMOTOCO__EICHERMOT,9,1094.398074191995,180821.44195982383,hold
2024-03-01,HEROMOTOCO__EICHERMOT,9,-30.464278199914382,180790.97768162392,hold
2024-03-04,HEROMOTOCO__EICHERMOT,9,1665.4976439961472,182456.47532562006,hold
2024-03-05,HEROMOTOCO__EICHERMOT,9,-585.5040694830908,181870.97125613698,hold
2024-03-06,HEROMOTOCO__EICHERMOT,9,273.830027932363,182144.80128406934,hold
2024-03-07,HEROMOTOCO__EICHERMOT,9,191.76109639875855,182336.5623804681,hold
2024-03-11,HEROMOTOCO__EICHERMOT,9,128.73790713291953,182465.300287601,hold
2024-03-12,HEROMOTOCO__EICHERMOT,9,-381.19346278360445,182084.1068248174,hold
2024-03-13,HEROMOTOCO__EICHERMOT,9,-162.70247551904967,181921.40434929836,hold
2024-03-14,HEROMOTOCO__EICHERMOT,9,661.6562357127568,182583.06058501112,hold
2024-03-15,HEROMOTOCO__EICHERMOT,9,-308.35295976027396,182274.70762525086,hold
2024-03-18,HEROMOTOCO__EICHERMOT,9,281.0921213613014,182555.79974661215,hold
2024-03-19,HEROMOTOCO__EICHERMOT,9,-274.5012295323202,182281.29851707982,hold
2024-03-20,HEROMOTOCO__EICHERMOT,9,-1897.6656311804365,180383.6328858994,hold
2024-03-21,HEROMOTOCO__EICHERMOT,9,-434.3859109589041,179949.2469749405,hold
2024-03-22,HEROMOTOCO__EICHERMOT,9,319.59904045376715,180268.84601539426,hold
2024-03-26,HEROMOTOCO__EICHERMOT,9,736.837646083048,181005.68366147732,hold
2024-03-27,HEROMOTOCO__EICHERMOT,9,-684.0676355415239,180321.6160259358,hold
2024-03-28,HEROMOTOCO__EICHERMOT,9,-161.65045697773974,180159.96556895805,hold
2024-04-01,HEROMOTOCO__EICHERMOT,9,498.8210998769264,180658.78666883497,hold
2024-04-02,HEROMOTOCO__EICHERMOT,9,-532.3335025684931,180126.4531662665,hold
2024-04-03,HEROMOTOCO__EICHERMOT,9,-161.72649737799657,179964.7266688885,hold
2024-04-04,HEROMOTOCO__EICHERMOT,9,-1094.0830224208048,178870.64364646768,hold
2024-04-05,HEROMOTOCO__EICHERMOT,9,-178.76867468428938,178691.8749717834,hold
2024-04-08,HEROMOTOCO__EICHERMOT,9,-1424.2360912617723,177267.63888052164,hold
2024-04-09,HEROMOTOCO__EICHERMOT,9,-951.5404475599315,176316.0984329617,hold
2024-04-10,HEROMOTOCO__EICHERMOT,9,-899.397556239298,175416.7008767224,hold
2024-04-12,HEROMOTOCO__EICHERMOT,9,-1432.7885905890903,173983.9122861333,stop_out
2024-04-15,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-16,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-18,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-19,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-22,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-23,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-24,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-25,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-26,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-29,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-04-30,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-02,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-03,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-06,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-07,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-08,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-09,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-10,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-13,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
2024-05-14,HEROMOTOCO__EICHERMOT,9,0.0,173983.9122861333,flat
