Date,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,AXISBANK.NS,KOTAKBANK.NS,INDUSINDBK.NS,BANKBARODA.NS
2024-01-23,694.6708374023438,1012.45458984375,583.405517578125,1087.4805908203125,356.09869384765625,1425.8702392578125,209.15220642089844
2024-01-24,708.5657348632812,983.0859375,596.1322021484375,1057.4295654296875,356.9168701171875,1474.4805908203125,215.0299072265625
2024-01-25,698.3453979492188,993.66259765625,590.7811889648438,1040.5570068359375,352.8858947753906,1495.3984375,213.5252227783203
2024-01-29,707.9574584960938,1000.0086059570312,600.6155395507812,1059.526123046875,363.7614440917969,1510.0360107421875,220.29632568359375
2024-01-30,702.9202270507812,1000.5005493164062,604.279296875,1052.3876953125,363.9011535644531,1503.211669921875,223.30572509765625
2024-01-31,711.80224609375,1011.569091796875,617.5363159179688,1066.015625,364.2303771972656,1517.206298828125,232.8511199951172
2024-02-01,713.651611328125,1008.617431640625,624.4299926757812,1082.4886474609375,363.73150634765625,1524.2283935546875,240.70372009277344
2024-02-02,703.820556640625,1007.4859619140625,626.3582763671875,1065.3167724609375,363.77142333984375,1516.9095458984375,240.04542541503906
2024-02-05,703.1878662109375,1006.9940795898438,619.8984985351562,1059.775634765625,360.8580017089844,1520.9151611328125,242.1143798828125
2024-02-06,702.8228149414062,1009.8472900390625,626.9367065429688,1048.34423828125,356.5975646972656,1494.8050537109375,235.39028930664062
2024-02-07,695.9362182617188,1005.6658935546875,651.0404663085938,1067.36328125,357.7150573730469,1498.7115478515625,230.07684326171875
2024-02-08,682.844482421875,973.3456420898438,674.46923828125,1034.21728515625,345.1632995605469,1461.0794677734375,238.02349853515625
2024-02-09,683.1121215820312,994.4005126953125,699.247802734375,1049.692138671875,347.7075500488281,1469.93115234375,247.8040008544922
2024-02-12,676.4932250976562,980.0359497070312,682.5198974609375,1044.999755859375,341.1423645019531,1431.260498046875,239.52818298339844
2024-02-13,678.6588745117188,1003.3536987304688,687.8709106445312,1069.0107421875,346.6499328613281,1447.8265380859375,244.13632202148438
2024-02-14,673.597412109375,1006.2069702148438,716.7471313476562,1095.0682373046875,349.0046691894531,1465.2332763671875,251.84783935546875
2024-02-15,688.197998046875,1000.2545776367188,734.3909912109375,1070.4583740234375,347.0690002441406,1460.733154296875,259.27728271484375
2024-02-16,691.0451049804688,1006.7481079101562,727.6419067382812,1067.013916015625,346.27081298828125,1477.2498779296875,259.2302551269531
2024-02-19,689.682373046875,1026.91748046875,732.02880859375,1061.2232666015625,345.5025634765625,1467.3101806640625,254.57513427734375
2024-02-20,707.787109375,1031.8369140625,732.8483276367188,1086.8316650390625,351.7085876464844,1487.6839599609375,256.97320556640625
2024-02-21,700.4137573242188,1034.9852294921875,743.839599609375,1082.4388427734375,348.4359436035156,1500.5908203125,258.7130126953125
2024-02-22,690.8748168945312,1045.5618896484375,738.4403686523438,1099.1116943359375,344.175537109375,1472.79931640625,259.1832275390625
2024-02-23,691.3858032226562,1044.1844482421875,731.8359375,1095.0184326171875,344.02587890625,1464.0465087890625,252.83531188964844
2024-02-26,692.213134765625,1037.198974609375,731.69140625,1083.4371337890625,340.4938049316406,1450.39794921875,253.4936065673828
2024-02-27,691.1668090820312,1043.10205078125,722.9658203125,1077.2972412109375,340.5836181640625,1476.656494140625,254.24595642089844
2024-02-28,685.9348754882812,1029.327880859375,715.8793334960938,1072.455078125,335.9639892578125,1433.287841796875,246.15823364257812
2024-02-29,683.0147705078125,1035.231201171875,721.278564453125,1073.353515625,337.1313781738281,1458.705810546875,249.63783264160156
2024-03-01,696.3256225585938,1069.37158203125,741.5738525390625,1097.4644775390625,344.76422119140625,1509.8875732421875,254.998291015625
2024-03-04,697.274658203125,1074.733642578125,744.369873046875,1104.9521484375,344.6644287109375,1514.486572265625,256.92620849609375
2024-03-05,701.2410888671875,1070.5030517578125,755.84326171875,1099.011962890625,342.3695983886719,1525.5140380859375,261.5343017578125
2024-03-06,702.0928344726562,1079.4071044921875,755.7950439453125,1123.172607421875,351.1598205566406,1537.481201171875,265.7192077636719
2024-03-07,703.7962646484375,1070.4046630859375,759.7962646484375,1109.64453125,348.8250427246094,1546.5802001953125,264.9668884277344
2024-03-11,694.889892578125,1061.3038330078125,745.9607543945312,1103.304931640625,345.1533203125,1524.1295166015625,260.8760070800781
2024-03-12,710.3421630859375,1059.483642578125,732.4627075195312,1095.218017578125,343.2975158691406,1516.21728515625,255.4215087890625
2024-03-13,710.755859375,1066.4691162109375,720.4590454101562,1078.64501953125,345.1333923339844,1486.151123046875,245.35885620117188
2024-03-14,708.3466796875,1066.124755859375,714.4813232421875,1056.531005859375,347.6976318359375,1460.535400390625,243.76014709472656
2024-03-15,706.9840698242188,1062.9271240234375,705.659423828125,1044.7001953125,346.87945556640625,1468.052001953125,238.86988830566406
2024-03-18,703.7719116210938,1063.763427734375,704.7434692382812,1059.6258544921875,346.79962158203125,1464.4420166015625,239.34010314941406
2024-03-19,705.3779907226562,1066.4691162109375,697.8497924804688,1049.0931396484375,349.14434814453125,1418.353759765625,234.26177978515625
2024-03-20,696.4716796875,1067.01025390625,709.8534545898438,1033.069091796875,352.2872619628906,1425.7220458984375,234.96710205078125
2024-03-21,703.6258544921875,1064.3538818359375,717.61474609375,1033.917724609375,353.63421630859375,1467.8046875,240.46861267089844
2024-03-22,702.2144775390625,1072.716796875,719.9287719726562,1031.62158203125,354.4823303222656,1495.497314453125,244.3243865966797
2024-03-26,693.7218627929688,1066.22314453125,713.5171508789062,1038.8597412109375,349.9525146484375,1502.0247802734375,245.9701385498047
2024-03-27,701.1680908203125,1066.2724609375,707.0091552734375,1051.1397705078125,354.32269287109375,1516.7117919921875,243.33694458007812
2024-03-28,704.6723022460938,1075.66845703125,725.3761596679688,1045.498779296875,356.2982482910156,1535.9482421875,248.3212127685547
2024-04-01,715.67138671875,1081.916015625,731.1128540039062,1051.3892822265625,357.3359375,1525.464599609375,250.86041259765625
2024-04-02,720.367919921875,1063.763427734375,738.9224853515625,1045.498779296875,350.69085693359375,1542.2779541015625,255.13937377929688
2024-04-03,721.414306640625,1059.8280029296875,743.4057006835938,1061.5228271484375,345.4526672363281,1525.7119140625,257.91363525390625
2024-04-04,743.4611206054688,1061.451416015625,732.0770263671875,1061.2232666015625,349.0445556640625,1527.4920654296875,253.3995819091797
2024-04-05,754.1439208984375,1065.9281005859375,737.3316040039062,1057.3795166015625,356.2283935546875,1535.3548583984375,252.88230895996094
