Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,TECHM.NS,MPHASIS.NS
2015-10-30,984.5361328125,433.3627624511719,96.52799224853516,328.0032653808594,389.1156921386719,364.6852111816406
2015-11-02,993.2759399414062,431.7406005859375,96.9155502319336,329.7339782714844,401.3127136230469,383.9034423828125
2015-11-03,1003.5743408203125,437.1986083984375,96.76390838623047,329.65887451171875,401.8179016113281,378.09954833984375
2015-11-04,999.7670288085938,433.8780822753906,96.56169891357422,331.7283630371094,391.8221740722656,371.06561279296875
2015-11-05,979.584228515625,428.5729064941406,96.19098663330078,330.1856689453125,386.0844421386719,372.4493713378906
2015-11-06,988.6989135742188,434.4505310058594,96.03933715820312,333.177001953125,385.0018310546875,365.95355224609375
2015-11-09,975.1259155273438,433.03839111328125,94.40484619140625,332.06707763671875,384.2441101074219,375.02459716796875
2015-11-10,969.9173583984375,421.30218505859375,93.6971206665039,320.3270263671875,378.86724853515625,364.9158020019531
2015-11-13,945.9468994140625,420.1380310058594,92.930419921875,317.3545837402344,375.330810546875,374.71710205078125
2015-11-16,936.951171875,412.2757263183594,93.26742553710938,315.5483093261719,372.3717346191406,395.2037048339844
2015-11-17,943.244384765625,405.1385803222656,93.66342163085938,322.3778381347656,377.82073974609375,396.1646728515625
2015-11-18,927.8164672851562,389.2994079589844,93.41065216064453,318.2010803222656,372.9130859375,392.8206787109375
2015-11-19,932.1964111328125,399.90972900390625,93.8150634765625,328.8498229980469,385.68756103515625,390.0916748046875
2015-11-20,946.3218383789062,401.6654357910156,95.99720764160156,326.0653991699219,386.04840087890625,383.48065185546875
2015-11-23,943.4417114257812,402.1615295410156,96.06461334228516,325.0117492675781,389.00732421875,390.8988952636719
2015-11-24,934.3268432617188,397.3717346191406,95.0114517211914,325.9337463378906,387.9609069824219,396.2799377441406
2015-11-26,925.4885864257812,401.6654357910156,95.96350860595703,324.69189453125,382.2232971191406,387.59332275390625
2015-11-27,928.5664672851562,406.9896545410156,96.03933715820312,328.322998046875,385.61529541015625,387.05517578125
2015-11-30,936.53662109375,415.21453857421875,96.03933715820312,327.7210693359375,385.0018310546875,382.0584716796875
2015-12-01,931.9397583007812,411.8177185058594,98.0614013671875,330.2608947753906,391.28082275390625,384.3646545410156
2015-12-02,933.2421264648438,404.833251953125,97.35368347167969,323.46905517578125,389.7291564941406,383.40374755859375
2015-12-03,927.5403442382812,403.70733642578125,96.47743225097656,320.2707214355469,391.6056213378906,383.2499694824219
2015-12-04,918.7214965820312,400.3868408203125,95.9298095703125,314.570068359375,387.0948181152344,370.4506530761719
2015-12-07,915.3280029296875,399.3182067871094,97.06720733642578,316.94061279296875,393.0851745605469,369.0284729003906
2015-12-08,918.9580078125,398.6120910644531,95.49168395996094,322.86688232421875,383.01715087890625,360.68780517578125
2015-12-09,934.2084350585938,392.4291076660156,95.25578308105469,317.67437744140625,380.5993347167969,368.33660888671875
2015-12-10,940.8771362304688,399.738037109375,95.22207641601562,318.21990966796875,388.8269348144531,367.18353271484375
2015-12-11,941.448974609375,401.81805419921875,95.35688781738281,316.30084228515625,387.5279541015625,363.6474304199219
2015-12-14,938.4700317382812,408.19183349609375,95.5506591796875,316.39495849609375,392.3634033203125,366.7607727050781
2015-12-15,937.4440307617188,411.2643127441406,94.1773681640625,318.0318298339844,375.25860595703125,369.95098876953125
2015-12-16,950.2871704101562,418.2488708496094,93.51177978515625,318.7278747558594,377.7125244140625,366.2611083984375
2015-12-17,962.6573486328125,422.54248046875,93.70552825927734,323.77008056640625,382.51190185546875,381.9046936035156
2015-12-18,953.6016845703125,413.4017028808594,93.3853759765625,318.38922119140625,377.6403503417969,383.5574951171875
2015-12-21,965.2811279296875,421.1494140625,93.66342163085938,321.888671875,376.6298828125,377.40765380859375
2015-12-22,948.9655151367188,413.63067626953125,93.59602355957031,319.5556640625,374.969970703125,378.8682556152344
2015-12-23,957.1529541015625,420.15704345703125,93.73925018310547,325.0306091308594,373.8873291015625,380.3288269042969
2015-12-24,960.4871215820312,418.43963623046875,93.89090728759766,323.71368408203125,373.0935363769531,377.8688659667969
2015-12-28,971.7127685546875,421.6455993652344,94.6070556640625,326.49810791015625,374.4286804199219,378.3685607910156
2015-12-29,968.9901733398438,421.62652587890625,95.04515838623047,321.5311584472656,374.53692626953125,376.1007995605469
2015-12-30,954.1934204101562,414.6038818359375,94.04256439208984,316.2632751464844,379.0116882324219,382.71185302734375
2015-12-31,961.5131225585938,421.8936767578125,94.34587097167969,321.7569274902344,376.4855651855469,382.48126220703125
2016-01-01,953.4440307617188,421.8364562988281,93.76451873779297,318.2763977050781,375.330810546875,381.5588073730469
2016-01-04,934.9783325195312,411.77960205078125,93.97515869140625,318.3139953613281,372.6965637207031,382.2890930175781
2016-01-05,926.8302001953125,409.928466796875,93.84033966064453,317.1286315917969,376.6659240722656,377.9457702636719
2016-01-06,939.7130126953125,408.13470458984375,93.53704071044922,316.6019287109375,378.9754638671875,367.26043701171875
2016-01-07,935.6287841796875,401.0547180175781,92.65238952636719,310.4496765136719,368.6548767089844,352.3854675292969
